rank,Category,final_score,skill_match_pct,similarity_pct,matched_count,missing_count,matched_skills,missing_skills
2096,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2097,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2098,AVIATION,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2099,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2100,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2101,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2102,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2103,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2104,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2105,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2106,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2107,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2108,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2109,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2110,DIGITAL-MEDIA,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2111,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2112,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2113,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2114,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2115,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2116,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2117,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2118,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2119,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2120,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2121,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2122,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2123,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2124,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2125,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2126,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2127,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2128,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2129,SALES,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2130,SALES,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2131,SALES,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2132,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2133,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2134,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2135,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2136,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2137,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2138,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2139,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2140,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2141,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2142,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2143,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2144,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2145,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2146,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2147,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2148,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2149,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2150,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2151,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2152,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2153,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2154,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2155,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2156,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2157,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2158,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2159,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2160,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2161,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2162,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2163,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2164,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2165,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2166,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2167,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2168,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2169,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2170,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2171,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2172,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2173,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2174,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2175,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
